Idno,Year,Month,FIPS,Locality,HouseholdsServed,IndividualsServed,PoundsFoodDistributed,childserevedNFNP,PoundsfoodNFNP,Latitude,Longitude,MTWStatus,Geopoint
4124,2020,January,101.0,King William County,165.0,4057.0,13053.0,0.0,0.0,37.7082604,-77.0910539,Matching and updated,POINT (-77.0910539 37.7082604)
4125,2020,September,97.0,King and Queen County,476.0,1027.0,240508.0,0.0,0.0,37.7143698,-76.901863,Matching and updated,POINT (-76.901863 37.7143698)
4126,2019,February,57.0,Essex County,48.0,163.0,74688.0,0.0,0.0,37.9394802,-76.9418713,Matching and updated,POINT (-76.9418713 37.9394802)
4127,2019,July,570.0,Colonial Heights City,0.0,1337.0,0.0,0.0,0.0,37.2616846,-77.3968043,Matching and updated,POINT (-77.3968043 37.2616846)
4128,2020,May,61.0,Fauquier County,848.0,1911.0,25016.72,0.0,0.0,38.7441032,-77.8215847,Matching and updated,POINT (-77.8215847 38.7441032)
4129,2019,July,830.0,Williamsburg City,337.0,915.0,52604.0,0.0,0.0,37.269293,-76.7067172,Matching and updated,POINT (-76.7067172 37.269293)
4130,2021,April,97.0,King and Queen,908.0,2971.0,167060.0,0.0,0.0,37.7143698,-76.901863,Non-matching,POINT (-76.901863 37.7143698)
4131,2020,March,13.0,Arlington County,908.0,2971.0,24673.9195205479,0.0,0.0,38.8783374,-77.1007034,Matching and updated,POINT (-77.1007034 38.8783374)
4132,2021,April,121.0,Montgomery County,933.0,6364.0,29279.4,514.0,9859.0,37.1748845,-80.387314,Matching and updated,POINT (-80.387314 37.1748845)
4133,2019,September,67.0,Franklin County,812.0,2439.0,36257.53,0.0,0.0,36.9923498,-79.8839586,Matching and updated,POINT (-79.8839586 36.9923498)
4134,2019,June,93.0,Isle of Wight County,1450.0,3361.0,52380.0,60.0,0.0,36.9014184,-76.7075688,Matching and updated,POINT (-76.7075688 36.9014184)
4135,2019,November,15.0,Augusta County,3311.0,8537.0,297845.04,72.0,959.0,38.1678073,-79.1466816,Matching and updated,POINT (-79.1466816 38.1678073)
4136,2020,February,107.0,Loudoun County,2604.0,6640.0,141859.97,1065.0,22250.0,39.0811303,-77.6388572,Matching and updated,POINT (-77.6388572 39.0811303)
4137,2021,July,640.0,Galax City,643.0,1585.0,18306.25,0.0,0.0,36.6656397,-80.9143083,Matching and updated,POINT (-80.9143083 36.6656397)
4138,2020,January,87.0,Henrico County,2362.0,9182.0,38913.0,0.0,0.0,37.4375205,-77.300333,Matching and updated,POINT (-77.300333 37.4375205)
4139,2019,December,143.0,Pittsylvania County,647.0,1633.0,23535.6,0.0,0.0,36.8217206,-79.3985019,Matching and updated,POINT (-79.3985019 36.8217206)
4140,2019,December,670.0,Hopewell City,0.0,1054.0,0.0,0.0,0.0,37.2910098,-77.2989443,Matching and updated,POINT (-77.2989443 37.2910098)
4141,2020,June,830.0,Williamsburg City,1172.0,4200.0,54941.0,50.0,954.0,37.269293,-76.7067172,Matching and updated,POINT (-76.7067172 37.269293)
4142,2020,January,630.0,Fredericksburg City,1125.0,2600.0,57128.29,1916.0,1268.0,38.2992718,-77.4866583,Matching and updated,POINT (-77.4866583 38.2992718)
4143,2020,August,27.0,Buchanan County,1514.0,3805.0,118895.03,0.0,12332.0,37.2681198,-82.0381508,Matching and updated,POINT (-82.0381508 37.2681198)
4144,2020,January,107.0,Loudoun County,2686.0,9940.0,161409.95,1090.0,18519.0,39.0811303,-77.6388572,Matching and updated,POINT (-77.6388572 39.0811303)
4145,2019,June,81.0,Greensville County,109.0,334.0,115490.0,0.0,0.0,36.6802247,-77.5602607,Matching and updated,POINT (-77.5602607 36.6802247)
4146,2020,July,107.0,Loudoun County,3829.0,20830.0,204445.89,0.0,43580.0,39.0811303,-77.6388572,Matching and updated,POINT (-77.6388572 39.0811303)
4147,2020,November,41.0,Chesterfield County,2533.0,12820.0,580079.0,0.0,0.0,37.3784338,-77.5858474,Matching and updated,POINT (-77.5858474 37.3784338)
4148,2020,June,61.0,Fauquier County,831.0,1955.0,72456.05,0.0,0.0,38.7441032,-77.8215847,Matching and updated,POINT (-77.8215847 38.7441032)
4149,2019,December,580.0,Covington City,377.0,1365.0,35048.42,0.0,0.0,37.7781426,-79.986039,Matching and updated,POINT (-79.986039 37.7781426)
4150,2021,January,101.0,King William County,402.0,4777.0,9186.0,0.0,0.0,37.7082604,-77.0910539,Matching and updated,POINT (-77.0910539 37.7082604)
4151,2019,May,810.0,Virginia Beach City,5068.0,20301.0,294481.0,220.0,3211.0,36.7793219,-76.0240202,Matching and updated,POINT (-76.0240202 36.7793219)
4152,2021,April,109.0,Louisa County,998.0,1850.0,28447.0,0.0,0.0,37.9716808,-77.9591779,Matching and updated,POINT (-77.9591779 37.9716808)
4153,2019,September,59.0,Fairfax County,908.0,2971.0,496287.888085642,0.0,29633.0,38.8337425,-77.2761174,Matching and updated,POINT (-77.2761174 38.8337425)
4154,2021,May,191.0,Washington County,1056.0,3637.0,85177.34,87.0,5495.0,36.7478314,-81.9503155,Matching and updated,POINT (-81.9503155 36.7478314)
4155,2020,November,169.0,Scott County,515.0,1069.0,42564.96,10.0,0.0,36.7127783,-82.6136268,Matching and updated,POINT (-82.6136268 36.7127783)
4156,2019,November,710.0,Norfolk City,9968.0,34492.0,551042.0,1235.0,11337.0,36.9230149,-76.2446413,Matching and updated,POINT (-76.2446413 36.9230149)
4157,2020,January,111.0,Lunenburg County,655.0,1825.0,83738.0,0.0,0.0,36.9457567,-78.242313,Matching and updated,POINT (-78.242313 36.9457567)
4158,2019,August,141.0,Patrick County,1029.0,2467.0,20724.7,0.0,0.0,36.6673274,-80.2861409,Matching and updated,POINT (-80.2861409 36.6673274)
4159,2019,November,97.0,King and Queen,908.0,2971.0,55853.0,0.0,0.0,37.7143698,-76.901863,Non-matching,POINT (-76.901863 37.7143698)
4160,2019,December,25.0,Brunswick County,558.0,1060.0,16276.0,0.0,0.0,36.7645309,-77.8609162,Matching and updated,POINT (-77.8609162 36.7645309)
4161,2021,June,197.0,Wythe County,605.0,1388.0,15329.53,0.0,0.0,36.9014709,-81.084209,Matching and updated,POINT (-81.084209 36.9014709)
4162,2019,September,730.0,Petersburg City,937.0,2186.0,9158.0,0.0,0.0,37.2047302,-77.3923681,Matching and updated,POINT (-77.3923681 37.2047302)
4163,2021,January,520.0,Bristol City,181.0,1086.0,2692.0,64.0,0.0,36.6169541,-82.1575641,Matching and updated,POINT (-82.1575641 36.6169541)
4164,2020,December,103.0,Lancaster County,394.0,734.0,61494.0,0.0,0.0,37.7038307,-76.4131985,Matching and updated,POINT (-76.4131985 37.7038307)
4165,2020,August,101.0,King William County,620.0,5203.0,13966.0,0.0,0.0,37.7082604,-77.0910539,Matching and updated,POINT (-77.0910539 37.7082604)
4166,2019,November,620.0,Franklin City,2.0,2.0,74688.0,0.0,0.0,36.6840142,-76.9413956,Matching and updated,POINT (-76.9413956 36.6840142)
4167,2019,December,21.0,Bland County,577.0,1492.0,10849.0,0.0,0.0,37.1306124,-81.1258532,Matching and updated,POINT (-81.1258532 37.1306124)
4168,2019,April,105.0,Lee County,481.0,1402.0,23312.59,0.0,0.0,36.7017206,-83.1301117,Matching and updated,POINT (-83.1301117 36.7017206)
4169,2021,April,670.0,Hopewell City,138.0,316.0,22396.0,0.0,0.0,37.2910098,-77.2989443,Matching and updated,POINT (-77.2989443 37.2910098)
4170,2021,September,173.0,Smyth County,908.0,2971.0,81604.03,0.0,16543.0,36.8423183,-81.5397861,Matching and updated,POINT (-81.5397861 36.8423183)
4171,2019,December,131.0,Northampton County,359.0,731.0,12920.0,95.0,1260.0,37.3026286,-75.9238683,Matching and updated,POINT (-75.9238683 37.3026286)
4172,2020,June,175.0,Southampton County,66.0,164.0,27342.0,1200.0,8377.0,36.7201725,-77.1038556,Matching and updated,POINT (-77.1038556 36.7201725)
4173,2019,December,99.0,King George County,327.0,855.0,9871.0,39.0,99.0,38.2771787,-77.1627015,Matching and updated,POINT (-77.1627015 38.2771787)
4174,2020,November,79.0,Greene County,787.0,2294.0,82499.31,80.0,1009.0,38.2979805,-78.4701629,Matching and updated,POINT (-78.4701629 38.2979805)
4175,2019,February,510.0,Alexandria City,908.0,2971.0,67174.2704585898,0.0,1441.0,38.8183429,-77.0820263,Matching and updated,POINT (-77.0820263 38.8183429)
4176,2020,August,51.0,Dickenson County,713.0,1458.0,28224.2,0.0,0.0,37.137081,-82.3492083,Matching and updated,POINT (-82.3492083 37.137081)
4177,2020,October,770.0,Roanoke City,2557.0,12102.0,389966.42,229.0,3156.0,37.2778301,-79.9584716,Matching and updated,POINT (-79.9584716 37.2778301)
4178,2019,January,107.0,Loudoun County,908.0,2971.0,3545.0,0.0,0.0,39.0811303,-77.6388572,Matching and updated,POINT (-77.6388572 39.0811303)
4179,2021,April,760.0,Richmond City,0.0,6410.0,0.0,0.0,0.0,37.531399,-77.4760085,Matching and updated,POINT (-77.4760085 37.531399)
4180,2019,December,95.0,James City County,167.0,431.0,150392.0,245.0,1753.0,37.3244273,-76.7783194,Matching and updated,POINT (-76.7783194 37.3244273)
4181,2019,December,137.0,Orange County,593.0,1546.0,49587.13,0.0,0.0,38.2504394,-78.0099795,Matching and updated,POINT (-78.0099795 38.2504394)
4182,2019,December,97.0,King and Queen County,33.0,35.0,74688.0,0.0,0.0,37.7143698,-76.901863,Matching and updated,POINT (-76.901863 37.7143698)
4183,2020,January,191.0,Washington County,2091.0,5140.0,111218.35,220.0,2733.0,36.7478314,-81.9503155,Matching and updated,POINT (-81.9503155 36.7478314)
4184,2019,October,17.0,Bath County,275.0,540.0,13737.0,0.0,0.0,38.0689876,-79.732898,Matching and updated,POINT (-79.732898 38.0689876)
4185,2020,June,59.0,Fairfax County,908.0,2971.0,1682718.70145833,0.0,0.0,38.8337425,-77.2761174,Matching and updated,POINT (-77.2761174 38.8337425)
4186,2020,May,11.0,Appomattox County,1334.0,2312.0,48486.69,0.0,0.0,37.3707253,-78.8109404,Matching and updated,POINT (-78.8109404 37.3707253)
4187,2020,January,650.0,Hampton City,1652.0,4127.0,282910.0,410.0,6568.0,37.0480303,-76.2971486,Matching and updated,POINT (-76.2971486 37.0480303)
4188,2019,May,13.0,Arlington County,908.0,2971.0,45523.8948924487,0.0,646.0,38.8783374,-77.1007034,Matching and updated,POINT (-77.1007034 38.8783374)
4189,2019,June,91.0,Highland County,222.0,417.0,9017.0,0.0,0.0,38.3566717,-79.5679583,Matching and updated,POINT (-79.5679583 38.3566717)
4190,2020,March,530.0,Buena Vista City,337.0,903.0,30488.38,0.0,0.0,37.7316634,-79.3563746,Matching and updated,POINT (-79.3563746 37.7316634)
4191,2019,December,81.0,Greensville County,33.0,200.0,139945.0,0.0,0.0,36.6802247,-77.5602607,Matching and updated,POINT (-77.5602607 36.6802247)
4192,2020,December,680.0,Lynchburg City,11058.0,22908.0,236845.98,1034.0,16557.0,37.3990161,-79.1954582,Matching and updated,POINT (-79.1954582 37.3990161)
4193,2019,November,185.0,Tazewell County,2361.0,5171.0,51160.83,40.0,1146.0,37.1253949,-81.5629237,Matching and updated,POINT (-81.5629237 37.1253949)
4194,2019,March,143.0,Pittsylvania County,908.0,2971.0,0.0,0.0,2056.0,36.8217206,-79.3985019,Matching and updated,POINT (-79.3985019 36.8217206)
4195,2019,September,775.0,Salem City,809.0,2163.0,26465.43,0.0,0.0,37.2853329,-80.0552407,Matching and updated,POINT (-80.0552407 37.2853329)
4196,2019,April,127.0,New Kent County,207.0,1959.0,0.0,0.0,0.0,37.5029094,-76.9828566,Matching and updated,POINT (-76.9828566 37.5029094)
4197,2019,May,155.0,Pulaski County,815.0,4433.0,55122.19,206.0,0.0,37.0633853,-80.7134439,Matching and updated,POINT (-80.7134439 37.0633853)
4198,2019,November,87.0,Henrico County,5.0,7.0,74688.0,0.0,0.0,37.4375205,-77.300333,Matching and updated,POINT (-77.300333 37.4375205)
4199,2019,August,65.0,Fluvanna County,602.0,1238.0,33053.27,0.0,0.0,37.8305761,-78.2844345,Matching and updated,POINT (-78.2844345 37.8305761)
4200,2019,December,199.0,York County,1.0,4.0,74688.0,0.0,0.0,37.2209139,-76.395533,Matching and updated,POINT (-76.395533 37.2209139)
4201,2021,February,730.0,Petersburg City,648.0,1539.0,4222.0,0.0,0.0,37.2047302,-77.3923681,Matching and updated,POINT (-77.3923681 37.2047302)
4202,2021,January,31.0,Campbell County,1003.0,2235.0,113725.62,5.0,0.0,37.210151,-79.0954285,Matching and updated,POINT (-79.0954285 37.210151)
4203,2020,June,193.0,Westmoreland County,72.0,162.0,2212.0,0.0,0.0,38.109238,-76.8040731,Matching and updated,POINT (-76.8040731 38.109238)
4204,2020,March,775.0,Salem City,711.0,1780.0,109982.82,0.0,0.0,37.2853329,-80.0552407,Matching and updated,POINT (-80.0552407 37.2853329)
4205,2020,June,595.0,Emporia City,0.0,0.0,0.0,0.0,0.0,36.696182,-77.5359753,Matching and updated,POINT (-77.5359753 36.696182)
4206,2021,May,13.0,Arlington County,908.0,2971.0,95315.1348202205,0.0,5169.0,38.8783374,-77.1007034,Matching and updated,POINT (-77.1007034 38.8783374)
4207,2020,March,520.0,Bristol City,403.0,2001.0,11651.0,222.0,221.0,36.6169541,-82.1575641,Matching and updated,POINT (-82.1575641 36.6169541)
4208,2019,July,161.0,Roanoke County,180.0,488.0,11293.8,60.0,537.0,37.3310768,-80.1901101,Matching and updated,POINT (-80.1901101 37.3310768)
4209,2021,April,77.0,Grayson County,931.0,2469.0,41366.6,91.0,0.0,36.6563026,-81.2253365,Matching and updated,POINT (-81.2253365 36.6563026)
4210,2020,August,730.0,Petersburg City,789.0,1959.0,4236.0,0.0,0.0,37.2047302,-77.3923681,Matching and updated,POINT (-77.3923681 37.2047302)
4211,2019,August,155.0,Pulaski County,1200.0,5189.0,36884.35,225.0,0.0,37.0633853,-80.7134439,Matching and updated,POINT (-80.7134439 37.0633853)
4212,2019,August,7.0,Amelia County,140.0,423.0,9306.0,0.0,0.0,37.3319271,-77.9774619,Matching and updated,POINT (-77.9774619 37.3319271)
4213,2021,April,167.0,Russell County,702.0,1844.0,41897.75,0.0,0.0,36.9334198,-82.0959342,Matching and updated,POINT (-82.0959342 36.9334198)
4214,2020,May,510.0,Alexandria City,908.0,2971.0,140767.285,0.0,0.0,38.8183429,-77.0820263,Matching and updated,POINT (-77.0820263 38.8183429)
4215,2019,July,710.0,Norfolk City,8184.0,32474.0,511671.5,0.0,0.0,36.9230149,-76.2446413,Matching and updated,POINT (-76.2446413 36.9230149)
4216,2021,April,570.0,Colonial Heights City,67.0,143.0,39403.0,0.0,0.0,37.2616846,-77.3968043,Matching and updated,POINT (-77.3968043 37.2616846)
4217,2019,August,57.0,Essex County,278.0,649.0,23774.0,0.0,0.0,37.9394802,-76.9418713,Matching and updated,POINT (-76.9418713 37.9394802)
4218,2021,February,520.0,Bristol City,184.0,1320.0,3040.0,85.0,0.0,36.6169541,-82.1575641,Matching and updated,POINT (-82.1575641 36.6169541)
4219,2021,April,31.0,Campbell County,798.0,1731.0,97160.41,25.0,510.0,37.210151,-79.0954285,Matching and updated,POINT (-79.0954285 37.210151)
4220,2021,April,730.0,Petersburg City,0.0,7468.0,0.0,0.0,0.0,37.2047302,-77.3923681,Matching and updated,POINT (-77.3923681 37.2047302)
4221,2019,June,183.0,Sussex County,221.0,397.0,10340.0,130.0,0.0,36.9266454,-77.2597319,Matching and updated,POINT (-77.2597319 36.9266454)
4222,2020,December,173.0,Smyth County,899.0,2583.0,119476.37,380.0,0.0,36.8423183,-81.5397861,Matching and updated,POINT (-81.5397861 36.8423183)
4223,2021,March,77.0,Grayson County,976.0,2624.0,73768.3,91.0,284.0,36.6563026,-81.2253365,Matching and updated,POINT (-81.2253365 36.6563026)
4224,2020,June,97.0,King and Queen County,0.0,0.0,0.0,0.0,0.0,37.7143698,-76.901863,Matching and updated,POINT (-76.901863 37.7143698)
4225,2021,September,23.0,Botetourt County,908.0,2971.0,11104.38,0.0,0.0,37.553193,-79.8053176,Matching and updated,POINT (-79.8053176 37.553193)
4226,2021,January,103.0,Lancaster County,433.0,834.0,39379.0,0.0,0.0,37.7038307,-76.4131985,Matching and updated,POINT (-76.4131985 37.7038307)
4227,2019,October,810.0,Virginia Beach City,5342.0,23819.0,323227.0,220.0,3067.0,36.7793219,-76.0240202,Matching and updated,POINT (-76.0240202 36.7793219)
4228,2021,September,690.0,Martinsville City,908.0,2971.0,14796.8,0.0,431.0,36.6835269,-79.8636475,Matching and updated,POINT (-79.8636475 36.6835269)
4229,2020,March,101.0,King William County,1.0,3.0,74688.0,0.0,0.0,37.7082604,-77.0910539,Matching and updated,POINT (-77.0910539 37.7082604)
4230,2019,April,730.0,Petersburg City,0.0,2071.0,0.0,0.0,0.0,37.2047302,-77.3923681,Matching and updated,POINT (-77.3923681 37.2047302)
4231,2020,June,9.0,Amherst County,1244.0,2890.0,99883.17,1554.0,2812.0,37.6303621,-79.1478477,Matching and updated,POINT (-79.1478477 37.6303621)
4232,2020,April,173.0,Smyth County,1321.0,3928.0,100496.25,398.0,0.0,36.8423183,-81.5397861,Matching and updated,POINT (-81.5397861 36.8423183)
4233,2021,February,195.0,Wise County,605.0,1520.0,45460.15,0.0,0.0,36.9745607,-82.6215601,Matching and updated,POINT (-82.6215601 36.9745607)
4234,2021,January,820.0,Waynesboro City,239.0,655.0,19599.57,80.0,36.0,38.0671571,-78.9014197,Matching and updated,POINT (-78.9014197 38.0671571)
4235,2020,June,730.0,Petersburg City,0.0,5430.0,0.0,0.0,0.0,37.2047302,-77.3923681,Matching and updated,POINT (-77.3923681 37.2047302)
4236,2019,April,790.0,STAUNTON CITY,481.0,5228.0,29005.12,0.0,811.0,38.1580558,-79.0615011,Matching and updated,POINT (-79.0615011 38.1580558)
4237,2019,October,73.0,Gloucester County,964.0,2982.0,112890.0,60.0,2281.0,37.4035413,-76.5235051,Matching and updated,POINT (-76.5235051 37.4035413)
4238,2021,January,5.0,Alleghany County,193.0,587.0,27996.88,0.0,0.0,37.7879048,-80.008669,Matching and updated,POINT (-80.008669 37.7879048)
4239,2020,December,9.0,Amherst County,1297.0,3198.0,96378.94,1595.0,6065.0,37.6303621,-79.1478477,Matching and updated,POINT (-79.1478477 37.6303621)
4240,2021,April,87.0,Henrico County,2722.0,9399.0,69391.0,0.0,0.0,37.4375205,-77.300333,Matching and updated,POINT (-77.300333 37.4375205)
4241,2020,May,73.0,Gloucester County,372.0,971.0,75021.0,60.0,0.0,37.4035413,-76.5235051,Matching and updated,POINT (-76.5235051 37.4035413)
4242,2019,March,49.0,Cumberland County,428.0,693.0,37786.0,0.0,0.0,37.5201891,-78.2528364,Matching and updated,POINT (-78.2528364 37.5201891)
4243,2019,July,153.0,Prince William County,908.0,2971.0,241725.518110831,0.0,0.0,38.7011187,-77.4795791,Matching and updated,POINT (-77.4795791 38.7011187)
4244,2019,April,31.0,Campbell County,810.0,1458.0,73045.22,0.0,5802.0,37.210151,-79.0954285,Matching and updated,POINT (-79.0954285 37.210151)
4245,2019,January,85.0,Hanover County,341.0,5278.0,6370.0,0.0,0.0,37.7601655,-77.4909916,Matching and updated,POINT (-77.4909916 37.7601655)
4246,2020,February,97.0,King and Queen County,0.0,0.0,0.0,0.0,0.0,37.7143698,-76.901863,Matching and updated,POINT (-76.901863 37.7143698)
4247,2020,August,193.0,Westmoreland County,261.0,677.0,5410.0,0.0,0.0,38.109238,-76.8040731,Matching and updated,POINT (-76.8040731 38.109238)
4248,2019,December,710.0,Norfolk City,8245.0,28852.0,444179.0,1235.0,18285.0,36.9230149,-76.2446413,Matching and updated,POINT (-76.2446413 36.9230149)
4249,2020,August,65.0,Fluvanna County,352.0,683.0,22561.25,0.0,3092.0,37.8305761,-78.2844345,Matching and updated,POINT (-78.2844345 37.8305761)
4250,2019,August,85.0,Hanover County,136.0,369.0,74688.0,0.0,0.0,37.7601655,-77.4909916,Matching and updated,POINT (-77.4909916 37.7601655)
4251,2020,November,183.0,Sussex County,199.0,495.0,7817.0,0.0,0.0,36.9266454,-77.2597319,Matching and updated,POINT (-77.2597319 36.9266454)
4252,2020,June,171.0,Shenandoah County,1120.0,2880.0,97087.02,0.0,0.0,38.856204,-78.5739867,Matching and updated,POINT (-78.5739867 38.856204)
4253,2020,January,157.0,Rappahannock County,263.0,697.0,21238.67,0.0,0.0,38.6845215,-78.1688241,Matching and updated,POINT (-78.1688241 38.6845215)
4254,2019,May,21.0,Bland County,334.0,832.0,29530.15,0.0,0.0,37.1306124,-81.1258532,Matching and updated,POINT (-81.1258532 37.1306124)
4255,2020,August,159.0,Richmond County,17.0,37.0,482661.0,0.0,0.0,37.9428935,-76.7305609,Matching and updated,POINT (-76.7305609 37.9428935)
4256,2019,August,33.0,Caroline County,783.0,1974.0,29211.0,658.0,1580.0,38.0303193,-77.3523482,Matching and updated,POINT (-77.3523482 38.0303193)
4257,2019,April,17.0,Bath County,259.0,485.0,16254.53,0.0,0.0,38.0689876,-79.732898,Matching and updated,POINT (-79.732898 38.0689876)
4258,2019,August,710.0,Norfolk City,8583.0,34986.0,561709.0,0.0,0.0,36.9230149,-76.2446413,Matching and updated,POINT (-76.2446413 36.9230149)
4259,2020,June,187.0,Warren County,258.0,749.0,31560.65,0.0,456.0,38.9081874,-78.2071314,Matching and updated,POINT (-78.2071314 38.9081874)
