Idno,Year,Month,FIPS,Locality,HouseholdsServed,IndividualsServed,PoundsFoodDistributed,childserevedNFNP,PoundsfoodNFNP,Latitude,Longitude,MTWStatus,Geopoint
181,2019,January,1.0,Accomack County,1695.0,4941.0,85636.0,348.0,5966.0,37.7659435,-75.7578073,Matching and updated,POINT (-75.7578073 37.7659435)
182,2020,May,63.0,Floyd County,442.0,1028.0,10084.2,0.0,0.0,36.9314381,-80.3503087,Matching and updated,POINT (-80.3503087 36.9314381)
183,2021,July,45.0,Craig County,231.0,236.0,6175.0,10.0,0.0,37.4731287,-80.231734,Matching and updated,POINT (-80.231734 37.4731287)
184,2019,April,73.0,Gloucester County,683.0,2173.0,88515.0,60.0,0.0,37.4035413,-76.5235051,Matching and updated,POINT (-76.5235051 37.4035413)
185,2020,October,720.0,Norton City,669.0,2003.0,48905.01,0.0,0.0,36.9315489,-82.625996,Matching and updated,POINT (-82.625996 36.9315489)
186,2020,May,131.0,Northampton County,510.0,748.0,21971.0,600.0,0.0,37.3026286,-75.9238683,Matching and updated,POINT (-75.9238683 37.3026286)
187,2021,February,117.0,Mecklenburg County,1436.0,2278.0,7705.0,0.0,0.0,36.6872563,-78.3689592,Matching and updated,POINT (-78.3689592 36.6872563)
188,2019,December,840.0,Winchester City,2532.0,7374.0,116568.4,2678.0,2741.0,39.1738688,-78.1763562,Matching and updated,POINT (-78.1763562 39.1738688)
189,2021,March,530.0,Buena Vista City,524.0,1020.0,59300.84,0.0,0.0,37.7316634,-79.3563746,Matching and updated,POINT (-79.3563746 37.7316634)
190,2020,May,33.0,Caroline County,535.0,1388.0,18838.75,0.0,0.0,38.0303193,-77.3523482,Matching and updated,POINT (-77.3523482 38.0303193)
191,2020,November,36.0,Charles City County,230.0,622.0,49230.0,0.0,0.0,37.3610537,-77.05417,Matching and updated,POINT (-77.05417 37.3610537)
192,2020,July,13.0,Arlington County,908.0,2971.0,34742.054390257,0.0,0.0,38.8783374,-77.1007034,Matching and updated,POINT (-77.1007034 38.8783374)
193,2021,March,167.0,Russell County,748.0,1931.0,49248.6,0.0,0.0,36.9334198,-82.0959342,Matching and updated,POINT (-82.0959342 36.9334198)
194,2019,October,95.0,James City County,152.0,355.0,109393.0,245.0,3398.0,37.3244273,-76.7783194,Matching and updated,POINT (-76.7783194 37.3244273)
195,2020,September,87.0,Henrico County,2995.0,17163.0,58108.0,0.0,0.0,37.4375205,-77.300333,Matching and updated,POINT (-77.300333 37.4375205)
196,2020,September,770.0,Roanoke City,4068.0,18866.0,383339.91,115.0,4432.0,37.2778301,-79.9584716,Matching and updated,POINT (-79.9584716 37.2778301)
197,2019,April,155.0,Pulaski County,818.0,4287.0,16635.0,206.0,0.0,37.0633853,-80.7134439,Matching and updated,POINT (-80.7134439 37.0633853)
198,2020,May,139.0,PAGE COUNTY,346.0,481.0,56086.56,0.0,0.0,38.6237508,-78.4904708,Matching and updated,POINT (-78.4904708 38.6237508)
199,2021,February,79.0,Greene County,571.0,1632.0,54289.76,0.0,1923.0,38.2979805,-78.4701629,Matching and updated,POINT (-78.4701629 38.2979805)
200,2020,September,75.0,Goochland County,110.0,531.0,70660.0,0.0,0.0,37.7241655,-77.9142733,Matching and updated,POINT (-77.9142733 37.7241655)
201,2019,July,185.0,Tazewell County,2212.0,5114.0,92713.0,0.0,69.0,37.1253949,-81.5629237,Matching and updated,POINT (-81.5629237 37.1253949)
202,2019,November,31.0,Campbell County,1338.0,3136.0,87804.3,0.0,5370.0,37.210151,-79.0954285,Matching and updated,POINT (-79.0954285 37.210151)
203,2021,February,770.0,Roanoke City,3779.0,18707.0,367072.16,238.0,16315.0,37.2778301,-79.9584716,Matching and updated,POINT (-79.9584716 37.2778301)
204,2019,May,670.0,Hopewell City,0.0,834.0,0.0,0.0,0.0,37.2910098,-77.2989443,Matching and updated,POINT (-77.2989443 37.2910098)
205,2019,February,159.0,Richmond County,1.0,1.0,74688.0,0.0,0.0,37.9428935,-76.7305609,Matching and updated,POINT (-76.7305609 37.9428935)
206,2019,January,530.0,Buena Vista City,607.0,1007.0,26104.95,0.0,0.0,37.7316634,-79.3563746,Matching and updated,POINT (-79.3563746 37.7316634)
207,2019,August,47.0,Culpeper County,21.0,52.0,74688.0,0.0,0.0,38.4859303,-77.9564758,Matching and updated,POINT (-77.9564758 38.4859303)
208,2021,July,775.0,Salem City,441.0,1093.0,16544.4,0.0,0.0,37.2853329,-80.0552407,Matching and updated,POINT (-80.0552407 37.2853329)
209,2019,March,93.0,Isle of Wight County,1501.0,3332.0,45956.0,60.0,869.0,36.9014184,-76.7075688,Matching and updated,POINT (-76.7075688 36.9014184)
210,2020,October,5.0,Alleghany County,577.0,1708.0,63651.7,0.0,0.0,37.7879048,-80.008669,Matching and updated,POINT (-80.008669 37.7879048)
211,2019,July,137.0,Orange County,283.0,684.0,14299.0,0.0,0.0,38.2504394,-78.0099795,Matching and updated,POINT (-78.0099795 38.2504394)
212,2020,October,141.0,Patrick County,763.0,1836.0,26638.53,0.0,0.0,36.6673274,-80.2861409,Matching and updated,POINT (-80.2861409 36.6673274)
213,2019,March,99.0,King George County,365.0,1013.0,25454.0,116.0,278.0,38.2771787,-77.1627015,Matching and updated,POINT (-77.1627015 38.2771787)
214,2020,August,570.0,Colonial Heights City,0.0,1550.0,0.0,0.0,0.0,37.2616846,-77.3968043,Matching and updated,POINT (-77.3968043 37.2616846)
215,2019,May,760.0,Richmond City,4.0,6.0,74688.0,0.0,0.0,37.531399,-77.4760085,Matching and updated,POINT (-77.4760085 37.531399)
216,2021,April,83.0,Halifax County,499.0,1129.0,13947.0,0.0,0.0,36.766461,-78.9396142,Matching and updated,POINT (-78.9396142 36.766461)
217,2019,October,157.0,Rappahannock County,2.0,4.0,74688.0,0.0,0.0,38.6845215,-78.1688241,Matching and updated,POINT (-78.1688241 38.6845215)
218,2019,August,37.0,Charlotte County,731.0,1572.0,0.0,0.0,0.0,37.0140909,-78.661424,Matching and updated,POINT (-78.661424 37.0140909)
219,2021,April,147.0,Prince Edward County,1195.0,2006.0,33397.0,0.0,0.0,37.2248813,-78.4329574,Matching and updated,POINT (-78.4329574 37.2248813)
220,2019,November,103.0,Lancaster County,470.0,954.0,67058.0,0.0,0.0,37.7038307,-76.4131985,Matching and updated,POINT (-76.4131985 37.7038307)
221,2021,February,197.0,Wythe County,670.0,1562.0,23419.98,0.0,0.0,36.9014709,-81.084209,Matching and updated,POINT (-81.084209 36.9014709)
222,2020,March,193.0,Westmoreland County,264.0,656.0,7737.0,0.0,0.0,38.109238,-76.8040731,Matching and updated,POINT (-76.8040731 38.109238)
223,2019,February,810.0,Virginia Beach City,4755.0,18515.0,271992.0,220.0,2844.0,36.7793219,-76.0240202,Matching and updated,POINT (-76.0240202 36.7793219)
224,2019,September,540.0,Charlottesville City,132.0,6856.0,44252.31,973.0,0.0,38.0376579,-78.4853806,Matching and updated,POINT (-78.4853806 38.0376579)
225,2021,August,590.0,Danville City,2030.0,3603.0,154344.13,0.0,3406.0,36.5833337,-79.4080707,Matching and updated,POINT (-79.4080707 36.5833337)
226,2020,July,113.0,Madison County,309.0,527.0,32398.77,0.0,0.0,38.4120586,-78.2769613,Matching and updated,POINT (-78.2769613 38.4120586)
227,2020,July,840.0,Winchester City,2022.0,6303.0,215834.42,1175.0,2179.0,39.1738688,-78.1763562,Matching and updated,POINT (-78.1763562 39.1738688)
228,2021,March,57.0,Essex County,286.0,634.0,25424.0,0.0,0.0,37.9394802,-76.9418713,Matching and updated,POINT (-76.9418713 37.9394802)
229,2020,April,530.0,Buena Vista City,374.0,874.0,38967.77,0.0,0.0,37.7316634,-79.3563746,Matching and updated,POINT (-79.3563746 37.7316634)
230,2019,January,550.0,Chesapeake City,4980.0,12505.0,200721.0,280.0,4877.0,36.6793761,-76.3017884,Matching and updated,POINT (-76.3017884 36.6793761)
231,2020,December,790.0,STAUNTON CITY,511.0,3384.0,28805.14,0.0,429.0,38.1580558,-79.0615011,Matching and updated,POINT (-79.0615011 38.1580558)
232,2019,May,153.0,Prince William County,908.0,2971.0,323447.94019669,0.0,0.0,38.7011187,-77.4795791,Matching and updated,POINT (-77.4795791 38.7011187)
233,2020,March,65.0,Fluvanna County,344.0,940.0,35040.52,133.0,6856.0,37.8305761,-78.2844345,Matching and updated,POINT (-78.2844345 37.8305761)
234,2019,April,171.0,Shenandoah County,1482.0,3863.0,109753.97,0.0,0.0,38.856204,-78.5739867,Matching and updated,POINT (-78.5739867 38.856204)
235,2019,September,155.0,Pulaski County,1046.0,2820.0,13255.0,57.0,0.0,37.0633853,-80.7134439,Matching and updated,POINT (-80.7134439 37.0633853)
236,2020,March,75.0,Goochland County,106.0,460.0,44269.0,0.0,0.0,37.7241655,-77.9142733,Matching and updated,POINT (-77.9142733 37.7241655)
237,2021,May,127.0,New Kent County,461.0,1288.0,0.0,0.0,0.0,37.5029094,-76.9828566,Matching and updated,POINT (-76.9828566 37.5029094)
238,2019,April,97.0,King and Queen County,128.0,290.0,255950.0,0.0,0.0,37.7143698,-76.901863,Matching and updated,POINT (-76.901863 37.7143698)
239,2020,July,3.0,Albemarle County,2066.0,4818.0,223548.99,0.0,0.0,38.0241841,-78.5535056,Matching and updated,POINT (-78.5535056 38.0241841)
240,2020,June,820.0,Waynesboro City,129.0,536.0,22343.13,0.0,314.0,38.0671571,-78.9014197,Matching and updated,POINT (-78.9014197 38.0671571)
241,2020,May,103.0,Lancaster County,478.0,906.0,77656.0,0.0,0.0,37.7038307,-76.4131985,Matching and updated,POINT (-76.4131985 37.7038307)
242,2019,April,540.0,Charlottesville City,1450.0,3069.0,45248.95,0.0,0.0,38.0376579,-78.4853806,Matching and updated,POINT (-78.4853806 38.0376579)
243,2020,December,19.0,Bedford County,1208.0,4029.0,93431.0,84.0,2114.0,37.3124079,-79.5279466,Matching and updated,POINT (-79.5279466 37.3124079)
244,2019,August,131.0,Northampton County,323.0,596.0,7610.0,0.0,0.0,37.3026286,-75.9238683,Matching and updated,POINT (-75.9238683 37.3026286)
245,2019,January,177.0,Spotsylvania County,2325.0,7358.0,154726.0,516.0,11634.0,38.1823112,-77.6562804,Matching and updated,POINT (-77.6562804 38.1823112)
246,2019,December,153.0,Prince William County,34.0,108.0,802.0,0.0,0.0,38.7011187,-77.4795791,Matching and updated,POINT (-77.4795791 38.7011187)
247,2020,June,83.0,Halifax County,391.0,885.0,23120.0,0.0,0.0,36.766461,-78.9396142,Matching and updated,POINT (-78.9396142 36.766461)
248,2019,August,590.0,Danville City,3083.0,6417.0,141878.8,92.0,1438.0,36.5833337,-79.4080707,Matching and updated,POINT (-79.4080707 36.5833337)
249,2019,December,121.0,Montgomery County,1.0,1.0,74688.0,0.0,0.0,37.1748845,-80.387314,Matching and updated,POINT (-80.387314 37.1748845)
250,2019,January,41.0,Chesterfield County,6.0,6.0,74688.0,0.0,0.0,37.3784338,-77.5858474,Matching and updated,POINT (-77.5858474 37.3784338)
251,2020,December,137.0,Orange County,372.0,877.0,43956.92,0.0,0.0,38.2504394,-78.0099795,Matching and updated,POINT (-78.0099795 38.2504394)
252,2019,February,133.0,Northumberland County,279.0,659.0,75079.0,0.0,0.0,37.8569736,-76.3796872,Matching and updated,POINT (-76.3796872 37.8569736)
253,2019,June,760.0,Richmond City,6.0,12.0,74688.0,0.0,0.0,37.531399,-77.4760085,Matching and updated,POINT (-77.4760085 37.531399)
254,2019,July,45.0,Craig County,58.0,74.0,7380.0,0.0,0.0,37.4731287,-80.231734,Matching and updated,POINT (-80.231734 37.4731287)
255,2020,January,109.0,Louisa County,22.0,73.0,74688.0,0.0,0.0,37.9716808,-77.9591779,Matching and updated,POINT (-77.9591779 37.9716808)
256,2021,May,63.0,Floyd County,240.0,591.0,10422.08,0.0,0.0,36.9314381,-80.3503087,Matching and updated,POINT (-80.3503087 36.9314381)
257,2019,January,29.0,Buckingham County,706.0,1487.0,33851.25,0.0,0.0,37.573928,-78.5291687,Matching and updated,POINT (-78.5291687 37.573928)
258,2019,September,660.0,Harrisonburg City,2495.0,8211.0,151715.29,156.0,0.0,38.4316694,-78.8760274,Matching and updated,POINT (-78.8760274 38.4316694)
259,2019,January,760.0,Richmond City,5939.0,12289.0,19721.0,0.0,0.0,37.531399,-77.4760085,Matching and updated,POINT (-77.4760085 37.531399)
260,2020,June,19.0,BEDFORD COUNTY,237.0,546.0,14717.48,0.0,0.0,37.3124079,-79.5279466,Matching and updated,POINT (-79.5279466 37.3124079)
261,2019,May,620.0,Franklin City,883.0,2143.0,27887.0,80.0,1178.0,36.6840142,-76.9413956,Matching and updated,POINT (-76.9413956 36.6840142)
262,2021,April,75.0,Goochland County,121.0,466.0,104927.0,0.0,0.0,37.7241655,-77.9142733,Matching and updated,POINT (-77.9142733 37.7241655)
263,2020,June,640.0,Galax City,349.0,832.0,5748.0,0.0,0.0,36.6656397,-80.9143083,Matching and updated,POINT (-80.9143083 36.6656397)
264,2019,June,33.0,Caroline County,811.0,2068.0,29825.0,112.0,172.0,38.0303193,-77.3523482,Matching and updated,POINT (-77.3523482 38.0303193)
265,2019,October,63.0,Floyd County,387.0,988.0,13131.45,0.0,0.0,36.9314381,-80.3503087,Matching and updated,POINT (-80.3503087 36.9314381)
266,2020,March,550.0,Chesapeake City,2041.0,6829.0,125680.0,268.0,1133.0,36.6793761,-76.3017884,Matching and updated,POINT (-76.3017884 36.6793761)
267,2019,October,115.0,Mathews County,908.0,2971.0,26741.0,0.0,0.0,37.4253479,-76.2688078,Non-matching,POINT (-76.2688078 37.4253479)
268,2020,March,141.0,Patrick County,875.0,1728.0,21672.45,0.0,0.0,36.6673274,-80.2861409,Matching and updated,POINT (-80.2861409 36.6673274)
269,2020,February,760.0,Richmond City,7936.0,15857.0,20666.0,0.0,0.0,37.531399,-77.4760085,Matching and updated,POINT (-77.4760085 37.531399)
270,2019,June,79.0,Greene County,363.0,881.0,29656.44,0.0,0.0,38.2979805,-78.4701629,Matching and updated,POINT (-78.4701629 38.2979805)
271,2019,September,1.0,Accomack County,1871.0,5542.0,136546.0,0.0,0.0,37.7659435,-75.7578073,Matching and updated,POINT (-75.7578073 37.7659435)
272,2019,June,31.0,Campbell County,878.0,2248.0,83619.47,0.0,1048.0,37.210151,-79.0954285,Matching and updated,POINT (-79.0954285 37.210151)
273,2020,January,69.0,Frederick County,2647.0,6567.0,56539.03,0.0,0.0,39.203637,-78.2639164,Matching and updated,POINT (-78.2639164 39.203637)
274,2020,December,520.0,Bristol City,255.0,1362.0,13870.0,97.0,0.0,36.6169541,-82.1575641,Matching and updated,POINT (-82.1575641 36.6169541)
275,2020,December,23.0,Botetourt County,233.0,842.0,17232.71,15.0,211.0,37.553193,-79.8053176,Matching and updated,POINT (-79.8053176 37.553193)
276,2019,April,93.0,Isle of Wight County,1422.0,3102.0,54910.0,60.0,893.0,36.9014184,-76.7075688,Matching and updated,POINT (-76.7075688 36.9014184)
277,2019,October,159.0,Richmond County,12.0,44.0,2133902.0,0.0,0.0,37.9428935,-76.7305609,Matching and updated,POINT (-76.7305609 37.9428935)
278,2019,June,153.0,Prince William County,908.0,2971.0,272774.197909448,0.0,0.0,38.7011187,-77.4795791,Matching and updated,POINT (-77.4795791 38.7011187)
279,2020,February,63.0,Floyd County,394.0,1182.0,22847.5,0.0,0.0,36.9314381,-80.3503087,Matching and updated,POINT (-80.3503087 36.9314381)
280,2021,June,85.0,Hanover County,793.0,2198.0,330.0,0.0,0.0,37.7601655,-77.4909916,Matching and updated,POINT (-77.4909916 37.7601655)
281,2019,January,650.0,Hampton City,1508.0,4061.0,256698.0,410.0,12582.0,37.0480303,-76.2971486,Matching and updated,POINT (-76.2971486 37.0480303)
282,2020,March,19.0,BEDFORD COUNTY,471.0,937.0,21253.61,0.0,0.0,37.3124079,-79.5279466,Matching and updated,POINT (-79.5279466 37.3124079)
283,2020,March,119.0,Middlesex County,667.0,1005.0,13096.0,0.0,0.0,37.6069753,-76.5280819,Matching and updated,POINT (-76.5280819 37.6069753)
284,2021,May,43.0,CLARKE COUNTY,109.0,254.0,5856.22,62.0,842.0,39.1159309,-77.9920039,Matching and updated,POINT (-77.9920039 39.1159309)
285,2020,October,111.0,Lunenburg County,809.0,2294.0,137312.0,0.0,0.0,36.9457567,-78.242313,Matching and updated,POINT (-78.242313 36.9457567)
286,2021,April,185.0,Tazewell County,1242.0,2834.0,69636.68,0.0,0.0,37.1253949,-81.5629237,Matching and updated,POINT (-81.5629237 37.1253949)
287,2019,February,127.0,New Kent County,5.0,2803.0,0.0,0.0,0.0,37.5029094,-76.9828566,Matching and updated,POINT (-76.9828566 37.5029094)
288,2020,July,520.0,Bristol City,264.0,1328.0,28538.0,0.0,0.0,36.6169541,-82.1575641,Matching and updated,POINT (-82.1575641 36.6169541)
289,2019,May,3.0,Albemarle County,2417.0,6457.0,156918.64,111.0,2242.0,38.0241841,-78.5535056,Matching and updated,POINT (-78.5535056 38.0241841)
290,2019,September,127.0,New Kent County,380.0,1302.0,0.0,0.0,0.0,37.5029094,-76.9828566,Matching and updated,POINT (-76.9828566 37.5029094)
291,2020,July,141.0,Patrick County,1055.0,2183.0,40391.15,0.0,0.0,36.6673274,-80.2861409,Matching and updated,POINT (-80.2861409 36.6673274)
292,2021,February,680.0,Lynchburg City,11149.0,15773.0,154530.62,55.0,21443.0,37.3990161,-79.1954582,Matching and updated,POINT (-79.1954582 37.3990161)
293,2019,December,97.0,King and Queen,908.0,2971.0,48914.0,0.0,0.0,37.7143698,-76.901863,Non-matching,POINT (-76.901863 37.7143698)
294,2019,June,7.0,Amelia County,152.0,434.0,8531.0,0.0,0.0,37.3319271,-77.9774619,Matching and updated,POINT (-77.9774619 37.3319271)
295,2021,February,139.0,PAGE COUNTY,455.0,830.0,44829.33,0.0,0.0,38.6237508,-78.4904708,Matching and updated,POINT (-78.4904708 38.6237508)
296,2019,March,750.0,Radford City,854.0,1885.0,33531.75,315.0,0.0,37.120036,-80.5570481,Matching and updated,POINT (-80.5570481 37.120036)
297,2021,April,191.0,Washington County,1143.0,4290.0,79711.25,125.0,0.0,36.7478314,-81.9503155,Matching and updated,POINT (-81.9503155 36.7478314)
298,2020,June,85.0,Hanover County,763.0,2150.0,585.0,0.0,0.0,37.7601655,-77.4909916,Matching and updated,POINT (-77.4909916 37.7601655)
299,2020,July,81.0,Greensville County,47.0,208.0,106696.0,0.0,0.0,36.6802247,-77.5602607,Matching and updated,POINT (-77.5602607 36.6802247)
300,2020,March,79.0,Greene County,637.0,1712.0,57880.02,78.0,1997.0,38.2979805,-78.4701629,Matching and updated,POINT (-78.4701629 38.2979805)
301,2020,November,15.0,Augusta County,2843.0,6897.0,274193.63,79.0,634.0,38.1678073,-79.1466816,Matching and updated,POINT (-79.1466816 38.1678073)
302,2019,March,710.0,Norfolk City,10047.0,33700.0,424450.625,1176.0,17320.0,36.9230149,-76.2446413,Matching and updated,POINT (-76.2446413 36.9230149)
303,2020,February,95.0,James City County,234.0,692.0,92638.0,245.0,1576.0,37.3244273,-76.7783194,Matching and updated,POINT (-76.7783194 37.3244273)
304,2019,February,191.0,Washington County,1561.0,4700.0,51485.05,117.0,2380.0,36.7478314,-81.9503155,Matching and updated,POINT (-81.9503155 36.7478314)
305,2019,July,690.0,Martinsville City,437.0,2061.0,12727.8,0.0,0.0,36.6835269,-79.8636475,Matching and updated,POINT (-79.8636475 36.6835269)
306,2019,December,167.0,Russell County,1174.0,2252.0,28187.3,0.0,0.0,36.9334198,-82.0959342,Matching and updated,POINT (-82.0959342 36.9334198)
307,2020,April,7.0,Amelia County,167.0,415.0,6549.0,0.0,0.0,37.3319271,-77.9774619,Matching and updated,POINT (-77.9774619 37.3319271)
308,2019,May,660.0,Harrisonburg City,2438.0,8016.0,149768.99,91.0,52.0,38.4316694,-78.8760274,Matching and updated,POINT (-78.8760274 38.4316694)
309,2020,September,47.0,Culpeper County,862.0,2403.0,68472.8,0.0,0.0,38.4859303,-77.9564758,Matching and updated,POINT (-77.9564758 38.4859303)
310,2019,September,91.0,Highland County,163.0,312.0,9734.15,0.0,0.0,38.3566717,-79.5679583,Matching and updated,POINT (-79.5679583 38.3566717)
311,2019,April,85.0,Hanover County,115.0,331.0,74688.0,0.0,0.0,37.7601655,-77.4909916,Matching and updated,POINT (-77.4909916 37.7601655)
312,2019,November,135.0,Nottoway County,246.0,941.0,39025.0,0.0,0.0,37.1436955,-78.0521623,Matching and updated,POINT (-78.0521623 37.1436955)
313,2019,September,97.0,King and Queen County,77.0,231.0,291747.0,0.0,0.0,37.7143698,-76.901863,Matching and updated,POINT (-76.901863 37.7143698)
314,2020,September,167.0,Russell County,855.0,1997.0,54478.35,0.0,0.0,36.9334198,-82.0959342,Matching and updated,POINT (-82.0959342 36.9334198)
315,2020,January,21.0,Bland County,466.0,1268.0,26657.78,0.0,0.0,37.1306124,-81.1258532,Matching and updated,POINT (-81.1258532 37.1306124)
316,2019,April,111.0,Lunenburg County,321.0,2912.0,82630.0,0.0,0.0,36.9457567,-78.242313,Matching and updated,POINT (-78.242313 36.9457567)
317,2020,July,79.0,Greene County,624.0,1771.0,76376.83,0.0,0.0,38.2979805,-78.4701629,Matching and updated,POINT (-78.4701629 38.2979805)
